Date,Adj Close,Close,High,Low,Open,Volume
,ETC-USD,ETC-USD,ETC-USD,ETC-USD,ETC-USD,ETC-USD
2020-01-01 00:00:00+00:00,4.502791881561279,4.502791881561279,4.558976173400879,4.478464126586914,4.497427940368652,578070570
2020-01-02 00:00:00+00:00,4.255887985229492,4.255887985229492,4.508206844329834,4.20350980758667,4.502638816833496,692082812
2020-01-03 00:00:00+00:00,4.576237201690674,4.576237201690674,4.6338090896606445,4.203081130981445,4.249905109405518,853611122
2020-01-04 00:00:00+00:00,4.726841926574707,4.726841926574707,4.732287883758545,4.5421319007873535,4.5717291831970215,771746505
2020-01-05 00:00:00+00:00,4.907898902893066,4.907898902893066,5.014710903167725,4.771708965301514,4.773919105529785,929077856
2020-01-06 00:00:00+00:00,5.046119213104248,5.046119213104248,5.116158962249756,4.892305850982666,4.908659934997559,935281051
2020-01-07 00:00:00+00:00,4.834597110748291,4.834597110748291,5.06031608581543,4.757142066955566,5.045119762420654,1006600642
2020-01-08 00:00:00+00:00,4.973395824432373,4.973395824432373,5.060873985290527,4.799260139465332,4.835409164428711,998712344
2020-01-09 00:00:00+00:00,5.212575912475586,5.212575912475586,5.212575912475586,4.933996200561523,4.971717834472656,1014858991
2020-01-10 00:00:00+00:00,5.33574914932251,5.33574914932251,5.376489162445068,4.937483787536621,5.215691089630127,1230740496
2020-01-11 00:00:00+00:00,5.580108165740967,5.580108165740967,5.768367767333984,5.324747085571289,5.330778121948242,1355984730
2020-01-12 00:00:00+00:00,5.564109802246094,5.564109802246094,5.643586158752441,5.404061794281006,5.57883882522583,1012635723
2020-01-13 00:00:00+00:00,5.49685001373291,5.49685001373291,5.58541202545166,5.358244895935059,5.564164161682129,817167779
2020-01-14 00:00:00+00:00,6.8097381591796875,6.8097381591796875,6.931999206542969,5.490245819091797,5.496717929840088,2077666220
2020-01-15 00:00:00+00:00,7.976096153259277,7.976096153259277,8.068613052368164,6.669227123260498,6.803932189941406,3050686528
2020-01-16 00:00:00+00:00,8.377723693847656,8.377723693847656,8.509664535522461,7.340187072753906,7.9769182205200195,2591162120
2020-01-17 00:00:00+00:00,9.519625663757324,9.519625663757324,11.91222858428955,8.131841659545898,8.365839958190918,4699240278
2020-01-18 00:00:00+00:00,8.329156875610352,8.329156875610352,9.715333938598633,8.189579010009766,9.583788871765137,3191984633
2020-01-19 00:00:00+00:00,8.508953094482422,8.508953094482422,9.36305046081543,7.897514820098877,8.32339859008789,3071743046
2020-01-20 00:00:00+00:00,8.673727035522461,8.673727035522461,9.076823234558105,8.130703926086426,8.508676528930664,2181334260
2020-01-21 00:00:00+00:00,8.945603370666504,8.945603370666504,9.10400676727295,8.560269355773926,8.672778129577637,1792016776
2020-01-22 00:00:00+00:00,9.337963104248047,9.337963104248047,9.469380378723145,8.943673133850098,8.947835922241211,1893350417
2020-01-23 00:00:00+00:00,8.463454246520996,8.463454246520996,9.364303588867188,8.268521308898926,9.337173461914062,1878541112
2020-01-24 00:00:00+00:00,8.623167991638184,8.623167991638184,8.809194564819336,7.962037086486816,8.4722261428833,1962297204
2020-01-25 00:00:00+00:00,8.43345832824707,8.43345832824707,8.620256423950195,8.21189022064209,8.620256423950195,1429389665
2020-01-26 00:00:00+00:00,9.143773078918457,9.143773078918457,9.27725887298584,8.274658203125,8.430689811706543,1685344365
2020-01-27 00:00:00+00:00,10.424935340881348,10.424935340881348,10.99880313873291,9.13599967956543,9.140092849731445,3089196032
2020-01-28 00:00:00+00:00,11.530345916748047,11.530345916748047,11.615152359008789,10.350886344909668,10.424812316894531,3491046321
2020-01-29 00:00:00+00:00,12.319811820983887,12.319811820983887,12.737597465515137,11.38839054107666,11.48779296875,4198264074
2020-01-30 00:00:00+00:00,12.27430534362793,12.27430534362793,12.614086151123047,11.734573364257812,12.293618202209473,3429768630
2020-01-31 00:00:00+00:00,11.300946235656738,11.300946235656738,12.268671035766602,10.827654838562012,12.268274307250977,2910829193
2020-02-01 00:00:00+00:00,11.541696548461914,11.541696548461914,11.746796607971191,11.13486385345459,11.321859359741211,2507607885
2020-02-02 00:00:00+00:00,11.388736724853516,11.388736724853516,11.725974082946777,11.200713157653809,11.523209571838379,2230362843
2020-02-03 00:00:00+00:00,11.792460441589355,11.792460441589355,12.155769348144531,11.336668968200684,11.382747650146484,2572871754
2020-02-04 00:00:00+00:00,11.432574272155762,11.432574272155762,11.86972427368164,11.205737113952637,11.787079811096191,2163865570
